pH,Fat,Lactose,Protein,Gravity,SNF,Temperature,Gas,EC,Class
2.45,7.09,6.92,6.71,52.23,16.66,24.54,149.24,2.87,Formaldehyde
2.08,7.98,6.33,6.95,50.19,16.38,26.48,147.21,2.96,Formaldehyde
2.08,7.24,6.64,6.49,52.89,16.99,25.26,146.1,2.59,Formaldehyde
2.37,7.74,6.16,6.35,51.58,16.41,26.67,153.7,2.80,Formaldehyde
2.09,7.50,6.24,6.52,51.01,16.92,26.35,149.28,2.54,Formaldehyde
2.29,7.42,6.45,6.50,52.70,16.60,26.26,151.01,2.54,Formaldehyde
2.41,7.07,6.24,6.71,52.67,16.91,24.23,149.65,2.50,Formaldehyde
2.24,7.66,6.98,6.63,50.51,16.40,25.87,148.21,2.63,Formaldehyde
2.45,7.08,6.37,6.71,52.93,16.81,25.39,152.38,2.99,Formaldehyde
2.26,7.46,6.41,6.75,50.25,16.38,26.13,153.66,2.52,Formaldehyde
2.17,7.28,6.09,6.94,52.61,16.05,25.14,152.67,2.84,Formaldehyde
2.35,7.40,6.77,6.42,50.14,16.10,25.49,146.55,2.88,Formaldehyde
2.23,7.97,6.95,6.37,52.27,16.99,24.24,152.91,2.86,Formaldehyde
2.41,7.87,6.70,6.67,51.27,16.65,25.87,152.46,2.55,Formaldehyde
2.06,7.41,6.22,6.59,50.40,16.71,24.63,149.49,2.88,Formaldehyde
2.29,7.41,6.82,6.07,51.96,16.74,26.01,148.62,2.81,Formaldehyde
2.03,7.57,6.40,6.74,52.88,16.69,25.68,149.28,2.54,Formaldehyde
2.03,7.01,6.23,6.43,50.81,16.92,25.66,148.7,2.58,Formaldehyde
2.38,7.64,6.63,6.14,51.53,16.37,24.8,147.05,2.87,Formaldehyde
2.30,7.35,6.10,6.64,50.95,16.62,26.39,148.08,2.53,Formaldehyde
2.47,7.60,6.24,6.96,50.65,16.82,25.94,146.64,2.86,Formaldehyde
2.43,7.25,6.43,6.80,52.31,16.13,25.85,145.48,2.99,Formaldehyde
2.07,7.67,6.43,6.92,51.77,16.58,25.88,146.26,2.69,Formaldehyde
2.34,7.88,6.98,6.32,50.81,16.07,24.32,147.09,2.77,Formaldehyde
2.09,7.15,6.57,6.63,52.38,16.15,26.5,150.97,2.61,Formaldehyde
2.15,7.01,6.60,6.19,51.16,16.75,25.42,147.46,2.79,Formaldehyde
2.02,7.89,6.20,6.43,52.50,16.45,24.31,151.76,2.68,Formaldehyde
2.40,7.52,6.19,6.32,52.27,16.34,25.45,146.39,2.78,Formaldehyde
2.30,7.04,6.51,6.70,51.96,16.74,24.52,145.93,2.56,Formaldehyde
2.28,7.78,6.89,6.34,51.94,16.12,25.7,149.32,2.66,Formaldehyde
2.36,7.38,6.31,6.48,52.84,16.89,25.31,146.55,2.74,Formaldehyde
2.50,7.77,6.25,6.15,50.01,16.06,24.27,151.59,2.84,Formaldehyde
2.21,7.83,6.13,6.27,50.69,16.20,26.26,149.07,2.55,Formaldehyde
2.21,7.34,6.25,6.09,52.36,16.95,24.32,147.75,2.91,Formaldehyde
2.07,7.57,6.24,6.28,51.02,16.06,25.55,150.72,2.75,Formaldehyde
2.38,7.61,6.46,6.76,52.77,16.31,25.09,151.18,2.81,Formaldehyde
2.21,7.20,6.61,6.30,50.05,16.41,24.36,146.14,2.68,Formaldehyde
2.04,7.46,6.59,6.41,51.19,16.26,26.11,146.14,2.73,Formaldehyde
2.38,7.73,6.49,6.79,52.41,16.15,26.5,152.95,2.90,Formaldehyde
2.31,7.77,6.60,6.84,52.13,16.49,24.33,148.25,2.67,Formaldehyde
2.08,7.01,6.81,6.70,52.69,16.71,24.2,148.78,2.80,Formaldehyde
2.39,7.22,6.11,6.91,52.15,16.34,25.34,152.25,2.83,Formaldehyde
2.44,7.97,6.65,6.07,51.56,16.77,26.59,146.64,2.86,Formaldehyde
2.42,7.84,6.68,6.41,52.59,16.81,26.47,149.49,2.67,Formaldehyde
2.22,7.43,6.16,6.77,50.56,16.50,24.52,152.25,2.59,Formaldehyde
2.35,7.37,6.14,6.08,51.20,16.63,25.92,150.52,2.52,Formaldehyde
2.22,7.33,6.26,6.89,51.13,16.38,25.21,151.47,2.77,Formaldehyde
2.15,7.30,6.99,6.53,50.58,16.79,24.45,149.03,2.68,Formaldehyde
2.16,7.44,6.80,6.38,51.84,16.28,26.63,148.91,2.56,Formaldehyde
2.22,7.12,6.46,6.37,51.22,16.25,25.35,153.62,2.69,Formaldehyde
2.37,7.49,6.11,6.47,51.30,16.70,26.39,149.32,2.59,Formaldehyde
2.37,7.56,6.99,6.81,51.22,16.52,24.35,152.75,2.79,Formaldehyde
2.40,7.08,6.13,6.40,51.88,16.86,25.48,146.76,2.57,Formaldehyde
2.20,7.54,6.49,6.38,52.86,16.25,26.73,147.42,2.82,Formaldehyde
2.07,7.29,6.23,6.31,52.13,16.38,25.49,152.42,2.99,Formaldehyde
2.12,7.87,6.53,6.96,50.28,16.06,26.04,145.56,2.65,Formaldehyde
2.46,7.55,6.46,6.83,51.54,16.95,25.57,148.37,2.56,Formaldehyde
2.19,7.65,6.91,6.78,52.22,16.78,25.91,146.1,2.93,Formaldehyde
2.28,7.82,6.52,6.47,50.14,16.48,25.98,149.03,2.96,Formaldehyde
2.18,7.15,6.66,6.07,51.68,16.81,24.22,151.76,2.93,Formaldehyde
2.47,7.13,6.12,6.14,51.89,16.76,25.04,146.51,2.69,Formaldehyde
2.03,7.27,6.62,6.78,51.05,16.06,24.92,147.21,2.88,Formaldehyde
2.32,7.92,6.97,6.14,51.63,16.02,25.22,149.24,2.64,Formaldehyde
2.42,7.98,6.25,6.21,50.62,16.48,24.67,149.24,2.93,Formaldehyde
2.20,7.79,6.40,6.71,52.49,16.38,26.46,147.88,2.85,Formaldehyde
2.32,7.66,6.27,6.67,51.67,16.00,26.03,149.82,2.60,Formaldehyde
2.42,7.54,6.98,6.80,51.20,16.08,26.54,153.41,2.95,Formaldehyde
2.20,7.48,6.27,6.26,50.13,16.93,26.38,150.85,2.91,Formaldehyde
2.12,7.39,6.65,6.92,52.31,16.15,25.3,147.09,2.97,Formaldehyde
2.29,7.43,6.51,6.67,51.82,16.43,24.79,146.93,2.73,Formaldehyde
2.10,7.78,6.45,6.71,52.76,16.01,26.46,148.66,2.65,Formaldehyde
2.21,7.24,6.40,6.55,50.99,16.22,25.7,145.77,2.74,Formaldehyde
2.29,7.95,6.23,6.12,51.60,16.71,26.09,151.39,2.61,Formaldehyde
2.23,7.42,6.11,6.74,51.84,16.85,26.65,150.72,2.73,Formaldehyde
2.40,7.60,6.30,6.69,52.87,16.91,24.52,151.84,2.98,Formaldehyde
2.08,7.02,6.16,6.90,51.70,16.47,26.73,151.34,2.91,Formaldehyde
2.39,7.65,6.29,6.35,51.37,16.22,26.25,146.51,2.53,Formaldehyde
2.11,7.37,6.68,6.55,50.02,16.43,24.61,153.62,2.67,Formaldehyde
2.31,7.26,6.73,6.55,52.60,16.70,26.24,152.34,2.56,Formaldehyde
2.27,7.50,6.15,6.18,50.88,16.88,25.95,146.14,2.61,Formaldehyde
2.40,7.71,6.20,6.07,50.99,16.22,25.06,148,2.71,Formaldehyde
2.48,7.45,6.91,6.21,52.40,16.46,24.66,152.17,2.96,Formaldehyde
2.28,7.93,6.27,6.33,50.19,16.65,25.99,152.42,2.72,Formaldehyde
2.24,7.35,6.85,6.73,51.07,16.51,26.29,147.83,2.82,Formaldehyde
2.49,7.11,6.52,6.24,51.43,16.16,24.52,153.2,2.93,Formaldehyde
2.35,7.16,6.01,6.87,51.69,16.19,25.21,148.58,2.66,Formaldehyde
2.41,7.63,6.87,6.41,50.72,16.13,25.45,152.21,2.55,Formaldehyde
2.31,7.60,6.62,6.35,52.36,16.89,25.38,148.91,2.65,Formaldehyde
2.31,7.88,6.35,6.73,52.59,16.91,26.41,145.77,3.00,Formaldehyde
2.24,7.91,6.13,6.03,52.94,16.31,26.2,151.63,2.71,Formaldehyde
2.31,7.61,6.23,6.88,52.68,16.13,25.05,147.21,2.95,Formaldehyde
2.17,7.66,6.39,6.05,52.79,16.62,24.24,147.92,2.66,Formaldehyde
2.20,7.23,6.01,6.08,52.65,16.33,25.77,153.24,2.97,Formaldehyde
2.04,7.64,6.08,6.80,52.16,16.05,24.27,150.93,2.63,Formaldehyde
2.15,7.26,6.58,6.87,51.88,16.28,26.16,151.05,2.92,Formaldehyde
2.17,7.67,7.00,6.30,51.24,16.60,25.42,147.79,2.87,Formaldehyde
2.01,7.93,6.51,6.78,52.12,16.55,24.6,149.73,2.56,Formaldehyde
2.02,7.56,6.41,6.59,51.28,16.57,26.67,152.79,2.68,Formaldehyde
2.41,7.89,6.17,6.05,51.34,16.52,26.26,151.22,2.72,Formaldehyde
2.15,7.84,6.33,6.61,50.15,16.76,24.4,146.39,2.62,Formaldehyde
2.33,7.91,6.12,6.44,51.67,16.84,26.41,149.36,2.99,Formaldehyde
2.35,7.80,6.42,6.44,51.65,16.03,24.19,146.8,2.70,Formaldehyde
2.06,7.98,6.39,6.75,52.19,16.70,25.56,146.97,2.76,Formaldehyde
2.45,7.69,6.27,6.80,51.98,16.76,24.89,151.76,2.76,Formaldehyde
2.08,7.33,6.30,6.45,51.01,16.34,26.73,148.66,2.87,Formaldehyde
2.38,7.25,6.31,6.06,50.07,16.26,26.08,147.13,2.81,Formaldehyde
2.48,7.39,6.79,6.86,51.72,16.90,26.17,147.83,2.53,Formaldehyde
2.03,7.83,6.59,6.35,50.87,16.65,26.39,150.68,2.56,Formaldehyde
2.42,7.36,6.72,6.45,50.52,16.38,24.87,151.84,2.91,Formaldehyde
2.08,7.49,6.68,6.14,52.05,16.10,24.43,152.13,2.84,Formaldehyde
2.42,7.71,6.38,6.08,51.70,16.60,25.55,153.62,2.61,Formaldehyde
2.36,7.43,6.88,6.42,50.27,16.37,26.77,146.02,2.62,Formaldehyde
2.21,7.61,6.95,6.16,50.11,16.75,25.61,152.13,2.90,Formaldehyde
2.09,7.17,6.54,6.23,51.01,16.17,24.8,152.25,2.92,Formaldehyde
2.00,7.20,6.13,6.18,51.22,16.04,26.13,148.99,2.89,Formaldehyde
2.45,7.90,6.66,6.43,50.90,16.03,24.96,147.92,2.70,Formaldehyde
2.33,7.66,6.43,6.73,51.52,16.69,25.88,146.55,2.78,Formaldehyde
2.36,7.27,6.60,6.63,50.92,16.08,25.32,149.57,2.63,Formaldehyde
2.04,7.72,6.61,6.50,51.29,16.17,24.53,149.86,2.71,Formaldehyde
2.21,7.97,6.18,6.28,52.40,16.45,26.57,152.71,2.83,Formaldehyde
2.44,7.04,6.14,6.90,51.80,16.35,26.12,153.04,2.55,Formaldehyde
2.13,7.99,6.62,6.76,50.99,16.17,25.81,148.58,2.86,Formaldehyde
2.12,7.65,6.49,6.66,52.02,16.34,24.79,147.88,2.60,Formaldehyde
2.40,7.31,6.64,6.05,52.90,16.90,24.37,145.65,2.58,Formaldehyde
2.42,7.27,6.24,6.35,52.45,16.44,24.93,151.43,2.88,Formaldehyde
2.32,7.26,6.43,6.46,51.01,16.42,24.28,148.83,2.65,Formaldehyde
2.11,7.06,6.72,6.38,51.71,16.08,24.66,145.77,2.51,Formaldehyde
2.07,7.07,6.97,6.10,52.29,16.57,24.95,152.46,2.64,Formaldehyde
2.37,7.46,6.52,6.99,51.49,16.60,25.29,152.87,2.79,Formaldehyde
2.35,7.30,6.09,6.46,52.12,16.05,24.86,151.39,2.60,Formaldehyde
2.03,7.35,6.79,6.82,51.02,16.89,25.72,152.09,2.54,Formaldehyde
2.34,7.22,6.53,6.19,50.11,16.80,24.31,153.53,2.95,Formaldehyde
2.32,7.32,6.17,6.64,51.99,16.08,24.49,147.21,2.57,Formaldehyde
2.34,7.57,6.75,6.01,52.63,16.31,24.32,153.53,2.90,Formaldehyde
2.37,7.73,6.71,6.09,52.80,16.07,25.3,145.89,2.68,Formaldehyde
2.48,7.25,6.34,6.21,51.83,16.53,25.47,150.68,2.58,Formaldehyde
2.19,7.13,6.16,6.38,50.71,16.70,25.85,151.43,2.62,Formaldehyde
2.29,7.32,6.08,6.71,52.42,16.95,25.16,146.84,2.84,Formaldehyde
2.40,7.00,6.02,6.64,52.87,16.13,26.03,152.75,2.62,Formaldehyde
2.45,7.98,6.80,6.07,50.66,16.52,26.47,146.31,2.57,Formaldehyde
2.32,7.25,6.53,6.49,52.70,16.22,24.95,145.93,2.61,Formaldehyde
2.10,7.63,6.69,6.07,52.80,16.75,25,147.05,2.76,Formaldehyde
2.34,7.24,6.55,6.44,52.82,16.31,24.82,148.83,2.97,Formaldehyde
2.01,7.10,6.28,6.93,52.16,16.19,24.67,153.74,2.70,Formaldehyde
2.06,7.72,6.18,6.95,50.68,16.33,24.87,149.07,2.72,Formaldehyde
2.29,7.95,6.36,6.26,50.31,16.86,25.48,149.44,2.97,Formaldehyde
2.25,7.68,6.20,6.08,51.13,16.52,25.92,149.36,2.56,Formaldehyde
2.41,7.34,6.54,6.06,50.05,16.62,24.35,152.13,2.86,Formaldehyde
2.32,7.86,6.79,6.65,51.19,16.31,25.01,149.9,2.61,Formaldehyde
2.41,7.10,6.82,6.64,51.09,16.06,26.07,153.2,2.95,Formaldehyde
2.45,7.87,6.96,6.48,52.26,16.74,24.22,147.3,2.94,Formaldehyde
2.49,7.22,6.62,6.13,52.83,16.98,26.21,147.67,2.53,Formaldehyde
2.30,7.87,6.83,6.78,51.40,16.45,24.57,153.74,2.81,Formaldehyde
2.24,7.06,6.82,6.06,51.10,16.18,24.7,147.34,2.69,Formaldehyde
2.36,7.84,6.15,6.62,50.95,16.64,26.76,153.41,2.52,Formaldehyde
2.43,7.21,6.28,6.84,50.13,16.77,25.74,150.97,2.62,Formaldehyde
2.42,7.30,6.08,6.72,52.83,16.36,25.18,146.35,2.71,Formaldehyde
2.30,7.45,6.10,6.71,52.91,16.65,26.01,151.72,2.96,Formaldehyde
2.45,7.85,6.49,6.62,51.75,16.54,24.65,149.77,2.52,Formaldehyde
2.36,7.08,6.73,6.08,50.20,16.85,26.74,146.06,2.99,Formaldehyde
2.05,7.66,6.67,6.62,51.26,16.31,24.78,149.4,2.68,Formaldehyde
2.25,7.25,6.39,6.34,50.21,16.38,25.14,152.87,2.80,Formaldehyde
2.12,7.02,6.74,6.64,51.12,16.43,24.52,146.64,2.58,Formaldehyde
2.32,7.77,6.88,6.93,52.52,16.67,26.43,148,2.50,Formaldehyde
2.39,7.09,6.12,6.39,51.74,16.09,24.65,153,2.81,Formaldehyde
2.35,7.64,6.22,6.88,51.67,16.15,26.68,148.41,2.68,Formaldehyde
2.16,7.79,6.28,6.24,50.15,16.73,25.91,153.49,2.79,Formaldehyde
2.48,7.61,6.77,6.19,51.25,16.63,26.31,147.67,3.00,Formaldehyde
2.33,7.23,6.42,6.92,51.14,16.93,25.19,147.3,2.54,Formaldehyde
2.38,7.36,6.99,6.36,50.39,16.09,24.26,148.41,2.73,Formaldehyde
2.15,7.90,6.88,6.13,51.16,16.94,26.63,149.65,2.96,Formaldehyde
2.36,7.92,6.28,6.80,51.07,16.53,25.13,146.64,2.75,Formaldehyde
2.50,7.95,6.90,6.75,52.51,16.94,25.6,152.54,2.99,Formaldehyde
2.30,7.28,6.23,6.08,50.10,16.30,25.64,151.8,2.63,Formaldehyde
2.27,7.03,6.55,6.26,50.63,16.80,26.51,147.38,2.66,Formaldehyde
2.01,7.69,6.53,6.32,51.96,16.55,24.19,147.46,2.92,Formaldehyde
2.48,7.55,6.70,6.77,51.68,16.13,25.85,150.27,2.51,Formaldehyde
2.18,7.13,6.79,6.80,52.44,16.61,24.28,146.18,2.68,Formaldehyde
2.05,7.36,6.69,6.82,51.53,16.28,24.48,151.1,2.64,Formaldehyde
2.46,7.11,6.81,6.77,51.61,16.02,24.27,147.54,2.71,Formaldehyde
2.37,7.65,6.69,6.66,52.01,16.59,26.56,153.28,2.82,Formaldehyde
2.33,7.19,6.37,6.72,50.95,16.28,25.69,151.39,2.86,Formaldehyde
2.13,7.09,6.43,6.47,52.06,16.11,26.2,149.07,2.77,Formaldehyde
2.34,7.82,6.37,6.94,51.65,16.50,26.17,151.88,2.97,Formaldehyde
2.03,7.55,6.12,6.33,51.80,16.43,25.86,148.41,2.61,Formaldehyde
2.20,7.48,6.21,6.99,52.37,16.09,26.2,152.79,2.54,Formaldehyde
2.18,7.49,6.30,6.50,52.34,16.75,24.86,146.64,2.67,Formaldehyde
2.23,7.68,6.21,6.63,52.07,16.89,25.17,153.45,2.87,Formaldehyde
2.09,7.00,6.34,6.66,51.10,16.15,24.52,147.21,3.00,Formaldehyde
2.06,7.64,6.19,6.25,51.14,16.04,24.93,149.24,2.73,Formaldehyde
2.13,7.69,6.19,6.30,50.22,16.22,25.49,152.54,2.50,Formaldehyde
2.44,7.67,6.42,6.50,51.53,16.56,25.98,152.79,2.86,Formaldehyde
2.45,7.12,6.64,6.69,51.39,16.72,24.6,145.73,2.92,Formaldehyde
2.19,7.95,6.90,6.94,51.59,16.90,25.85,148.87,2.88,Formaldehyde
7.10,1.45,2.70,1.24,19.36,3.26,25.98,59.42,1.01,Water
7.11,2.21,2.49,1.00,18.65,4.16,19.5,54.8,1.22,Water
6.85,1.93,2.09,1.41,19.13,3.02,23.34,64.96,1.16,Water
7.37,1.20,2.77,1.84,18.90,3.05,17.6,72.68,1.62,Water
7.39,1.82,2.34,1.63,19.05,3.88,22.76,74.12,1.36,Water
7.16,1.35,2.67,1.74,21.37,4.82,22.58,60.91,1.42,Water
7.36,1.45,2.97,1.04,21.75,3.91,27.3,80.52,1.04,Water
7.38,2.46,2.63,1.12,21.55,4.91,23.74,64.67,1.62,Water
7.03,1.01,2.87,1.59,20.60,3.90,25.31,85.81,1.22,Water
6.90,1.38,2.29,1.04,18.84,3.10,18.11,69,1.31,Water
7.34,1.02,2.62,1.55,18.35,3.91,16.88,51,1.47,Water
7.16,2.22,3.42,1.68,21.10,3.49,25.18,55.13,1.82,Water
7.44,2.49,2.26,1.91,20.48,3.27,25.35,85.48,1.03,Water
7.41,2.41,2.71,1.21,21.10,3.17,17.57,59.63,1.64,Water
7.18,1.13,2.64,1.37,21.31,4.79,26.52,48.19,1.03,Water
6.92,1.76,2.36,1.26,20.36,3.30,25.52,83.41,1.94,Water
7.21,1.14,3.44,1.94,21.17,3.14,21.22,85.85,1.88,Water
6.99,1.05,2.43,1.84,21.30,3.19,24.41,71.15,1.67,Water
7.08,1.08,3.09,1.29,19.18,3.16,27.63,53.64,1.81,Water
6.80,1.37,2.84,1.60,18.82,3.54,18.58,47.94,1.44,Water
7.06,2.40,2.27,1.54,20.14,4.30,23.44,51.58,1.96,Water
7.25,2.23,2.38,1.08,21.60,4.63,15.63,81.14,1.11,Water
7.03,1.64,3.48,1.69,21.11,4.81,25.09,84.16,1.82,Water
6.98,1.16,2.14,1.57,19.74,4.81,22.25,61.73,1.78,Water
7.09,1.85,2.31,1.70,18.48,3.72,20.31,85.73,1.89,Water
7.40,1.17,2.75,1.61,21.88,4.84,25.98,48.81,1.60,Water
7.46,2.50,2.13,1.40,20.07,4.36,24.56,58.35,1.67,Water
7.25,1.02,2.92,1.98,21.67,3.77,15.8,49.39,1.97,Water
6.85,2.18,2.11,1.45,18.53,3.06,15.88,72.68,1.15,Water
7.17,1.84,2.81,1.65,18.02,3.73,17.01,51.33,1.26,Water
6.85,2.47,2.49,1.00,21.12,4.95,17.9,53.02,1.86,Water
7.47,2.11,3.43,1.04,21.04,4.60,16.99,83.99,1.25,Water
6.98,1.27,2.41,1.01,18.89,3.17,25.86,67.6,1.97,Water
7.23,1.39,2.42,1.39,20.83,3.32,16.08,51.12,1.41,Water
7.11,1.37,2.66,1.97,21.54,3.59,23.66,56.45,1.48,Water
7.01,1.90,3.13,1.69,20.86,4.00,16.03,56.94,1.30,Water
6.96,1.15,2.72,1.41,20.07,3.61,16.09,76.48,1.12,Water
7.40,2.16,2.62,1.48,18.45,4.08,21.78,65.04,1.13,Water
7.11,2.07,2.66,1.92,18.71,4.18,21.78,71.31,1.08,Water
7.19,1.29,3.27,1.70,20.80,3.53,19.96,84.36,1.55,Water
7.32,1.22,2.15,1.20,19.05,4.41,27.12,53.93,1.47,Water
7.20,2.31,2.21,1.69,20.08,4.07,25.61,79.78,1.99,Water
7.07,1.12,2.45,1.03,21.72,4.93,25.99,56.94,1.26,Water
7.48,2.09,2.64,1.59,21.31,3.38,16.4,66.57,1.56,Water
6.88,2.48,3.42,1.40,21.62,4.22,17.5,57.56,1.63,Water
7.38,2.27,2.87,1.08,20.83,4.82,24.75,85.31,1.84,Water
6.93,2.23,2.25,1.99,21.42,3.98,24.17,70.12,1.62,Water
7.09,1.13,2.45,1.05,21.35,3.67,22.09,60.45,1.32,Water
7.49,2.28,2.68,1.23,19.89,3.27,23.71,67.6,1.49,Water
6.85,1.08,3.22,1.53,19.00,4.16,18.5,85.48,1.15,Water
6.92,1.93,2.04,1.54,20.80,3.98,21.46,48.85,1.03,Water
7.40,1.19,2.82,1.70,19.21,4.48,19.96,64.01,1.88,Water
7.03,2.22,3.30,1.01,21.62,3.28,19.11,47.28,1.36,Water
7.26,1.38,3.14,1.01,20.78,4.52,22.58,51.87,1.65,Water
7.20,2.39,3.29,1.71,18.36,3.95,16.9,83.79,1.95,Water
6.90,1.32,2.67,1.37,18.54,3.91,15.31,69.46,1.99,Water
7.20,1.98,2.95,1.60,20.48,4.80,25.18,83.17,1.51,Water
7.35,1.78,2.06,1.86,21.44,3.83,16.32,73.13,1.71,Water
7.34,1.87,2.64,1.43,20.11,4.53,21.05,82.22,1.42,Water
7.47,1.73,3.00,1.84,19.40,3.76,15.37,58.39,1.63,Water
7.38,1.19,3.15,1.16,21.07,4.42,19.46,73.59,1.49,Water
7.28,2.28,2.75,1.46,18.37,3.15,19.42,67.47,1.25,Water
7.28,2.24,3.28,1.38,21.91,4.81,22.63,48.69,1.12,Water
6.80,2.05,2.68,1.94,18.88,3.85,23.88,54.76,1.40,Water
7.23,1.46,3.42,1.70,21.41,4.71,19.12,52.69,1.55,Water
7.24,1.53,2.23,1.67,19.75,3.75,24.61,69.25,1.46,Water
7.48,1.18,3.29,1.42,20.76,3.24,20.78,81.89,1.12,Water
7.00,1.15,3.38,1.73,20.85,3.91,22.37,76.06,1.09,Water
6.89,1.51,2.90,1.93,20.89,3.47,24.49,84.65,1.86,Water
7.11,2.09,3.15,1.70,18.75,5.00,22.22,76.93,1.37,Water
7.18,1.63,2.66,1.38,20.97,4.24,15.83,66.77,1.25,Water
7.39,2.26,2.45,1.41,19.50,4.09,23.29,79.33,1.74,Water
7.44,1.62,3.10,1.09,21.61,3.15,22.68,73.96,1.45,Water
7.11,1.25,2.21,1.19,19.32,4.78,25.3,84.07,1.47,Water
6.93,2.01,2.07,1.06,18.44,4.43,22.71,76.85,1.99,Water
6.94,1.83,2.90,1.54,20.23,4.54,18.03,67.35,1.80,Water
7.06,2.49,3.16,1.15,19.26,3.58,26.65,80.15,1.68,Water
6.91,1.54,2.26,1.37,20.21,4.94,19.16,61.78,1.16,Water
7.38,2.25,2.84,1.01,21.80,4.34,21.37,55.33,1.48,Water
6.86,2.00,2.69,1.65,20.32,3.92,16.51,83.54,1.74,Water
6.94,2.37,2.96,1.07,21.83,4.04,24.83,64.54,1.61,Water
7.29,1.38,3.02,1.97,21.31,4.04,15.48,86.55,1.72,Water
7.17,1.13,2.48,1.74,20.57,4.01,23.31,55.42,1.11,Water
6.92,1.23,2.55,1.50,21.56,3.33,25.73,73.5,1.74,Water
7.11,1.33,2.31,1.83,20.20,3.46,27.59,71.65,1.77,Water
7.38,2.04,3.08,1.44,19.65,3.33,26.43,78.62,1.65,Water
6.85,2.27,3.37,1.88,19.17,4.43,25.95,62.27,1.68,Water
6.91,1.05,2.04,1.60,19.41,3.33,21.51,53.56,1.75,Water
7.20,1.20,2.70,1.42,19.15,3.65,19.37,64.83,1.01,Water
6.80,1.83,2.81,1.92,18.03,3.99,16.61,67.85,1.29,Water
7.49,1.26,3.28,1.74,21.47,4.04,19.78,59.75,1.18,Water
7.25,1.68,2.93,1.86,21.14,4.66,22.13,65.95,1.26,Water
7.08,1.69,2.79,1.36,20.65,4.21,19.2,71.03,1.44,Water
7.26,1.15,3.24,1.99,19.18,4.28,19.29,70.08,1.19,Water
7.01,1.95,3.01,1.94,21.37,3.27,17.82,52.9,1.39,Water
6.83,1.50,3.24,1.43,19.92,3.55,19.8,72.68,1.64,Water
7.22,1.28,3.41,1.56,21.46,3.10,21.25,80.11,1.33,Water
7.21,1.09,3.28,1.71,20.77,3.03,18.83,51.95,1.05,Water
7.31,1.40,2.99,1.28,18.74,4.14,21.51,67.56,1.93,Water
6.92,1.20,2.44,1.24,20.32,3.89,20.4,62.68,1.77,Water
7.44,1.78,3.28,1.52,20.89,3.17,19.93,83.66,1.40,Water
7.23,1.07,2.29,1.79,21.66,3.61,15.3,56.66,1.02,Water
7.19,1.46,3.34,1.75,21.29,3.83,27.66,69.17,1.24,Water
7.42,2.25,2.11,1.17,21.56,3.46,20.04,77.34,1.85,Water
7.29,2.05,2.80,1.82,18.86,3.99,19.87,78.83,1.58,Water
7.08,2.03,2.47,1.65,21.93,4.11,26.15,87.58,1.77,Water
7.40,1.62,3.11,1.86,18.82,3.83,19.39,85.15,1.71,Water
6.88,1.09,3.26,1.90,18.05,4.77,24.97,65,1.24,Water
7.48,1.37,2.19,1.38,21.30,3.80,16.66,65.78,1.45,Water
6.80,2.39,3.43,1.34,18.46,3.70,17.9,56.45,1.22,Water
7.46,2.34,3.13,1.81,18.37,4.57,27.51,47.82,1.45,Water
6.93,2.33,2.11,1.71,18.08,3.05,16,52.53,1.41,Water
7.20,2.15,2.33,1.72,20.09,4.57,25.42,64.75,1.66,Water
7.14,1.38,3.46,1.95,19.03,3.73,24.49,81.93,1.89,Water
7.12,1.58,3.06,1.29,21.51,3.80,16.12,66.48,1.95,Water
7.10,1.63,2.17,1.99,18.01,3.77,20.14,56.9,1.26,Water
7.06,1.16,2.05,1.99,20.89,4.55,25.92,52.65,1.23,Water
6.87,2.45,2.33,1.33,18.46,3.12,19.42,51.49,1.81,Water
6.81,1.48,2.77,1.42,19.90,4.87,20.47,87.25,1.29,Water
7.06,1.90,2.99,1.36,20.76,3.99,25.87,65.66,1.58,Water
7.24,1.38,2.68,1.08,20.88,3.25,20.19,74.74,1.89,Water
7.43,2.42,2.53,1.05,21.17,3.73,24.86,56.32,1.28,Water
7.00,1.70,3.37,1.41,18.73,4.26,18.53,68.34,1.21,Water
7.19,1.18,2.24,1.90,21.96,3.32,26.18,63.22,1.46,Water
6.88,1.92,2.36,1.45,18.66,4.90,19.67,77.96,1.77,Water
7.29,2.30,2.32,1.56,20.76,3.58,16.82,65.86,1.81,Water
7.45,2.00,3.15,1.75,21.27,4.21,24.06,55.62,1.20,Water
6.97,2.32,2.49,1.41,19.54,3.06,19.48,81.06,1.75,Water
6.85,1.36,2.73,1.13,19.43,4.77,21.66,67.47,1.60,Water
7.15,2.00,2.50,1.03,21.47,4.99,25.68,53.06,1.40,Water
7.17,1.59,2.94,1.53,21.18,3.55,25.13,63.55,1.81,Water
6.95,1.11,2.45,1.40,19.16,4.82,19.72,80.36,1.61,Water
6.95,1.09,3.29,1.10,19.24,3.76,22.55,84.32,1.45,Water
7.06,1.89,2.46,1.54,21.69,3.33,20.35,70.74,1.87,Water
6.99,1.80,2.30,1.21,19.94,3.44,23.83,46.5,1.35,Water
6.92,2.29,2.37,1.60,20.58,3.87,19.55,66.77,1.48,Water
7.02,2.00,2.62,1.82,19.58,3.93,22.86,64.54,1.88,Water
7.04,1.53,3.09,1.14,19.65,3.28,21.4,69.62,1.99,Water
6.97,1.08,2.12,1.92,18.85,4.21,18.6,64.87,1.68,Water
